Cadastro Nacional de Unidades de Conservação (CNUC),Bioma,Categoria da UC,Unidade de Conservação (UC),Número da Estação Amostral,Nome da Estação Amostral,Esforço de amostragem (metros percorridos por dia),data da amostragem (dd/mm/aaaa),Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"Condição climática (ensolarado, nublado, chuvoso)",Nome dos coletores de dados,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécie identificada em campo pelos coletores,"Clasificação taxonômica identificada em campo pelos coletores (E - espécie, G - gênero, F - família, O - ordem)",Espécies validadas pelo ICMBio,Clasificação taxonômica validada pelo ICMBio,Horário do avistamento,N° de animais,Contagem Total ou Parcial?,Distância perpendicular  (m) do animal em relação a trilha,Trecho do transecto onde o animal foi avistado,Teve problema durante a amostragem?,Observações
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,06:34:00,2,total,0,100,Não,Trilha com 4650 m
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,06:48:00,2,total,"13,36",400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,07:05:00,1,total,"3,75",450,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,07:25:00,4,total,"13,52",800,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:17:00,1,total,"7,75",1900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:36:00,1,total,"1,7",3000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,09:43:00,1,total,"8,78",3100,Não,Guerlinguetus cf. brasiliensis
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,09:50:00,2,total,0,3150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,10:13:00,1,total,"2,5",3850,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,22/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,10:36:00,1,total,"7,82",4150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:52:00,1,total,"13,71",400,Não,Avistamento pelo som de fuga
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,07:24:00,1,total,0,700,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,215,Mammalia,Primates,Cebidae,Saimiri,Saimiri collinsi,E,Saimiri collinsi,E,07:54:00,6,total,"5,57",1100,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,",",José Ronaldo e Miltom,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,07:55:00,5,total,10,1100,Não,1 filhote
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,244,Mammalia,Primates,Atelidae,Ateles,Ateles marginatus,E,Ateles marginatus,E,08:10:00,12,total,"3,29",1500,Não,3 filhotes
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,111,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,E,Tapirus terrestris,E,08:23:00,1,total,0,1500,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,111,Mammalia,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,E,Tapirus terrestris,E,08:24:00,1,total,"15,67",1500,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,08:38:00,2,total,0,1750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:50:00,3,total,"10,1",2100,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,08:58:00,2,total,"10,36",2300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,08:59:00,5,total,"9,04",2400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,09:15:00,1,total,"4,12",2550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,09:17:00,1,total,"6,25",2600,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,34,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus sp.,G,Crypturellus sp.,G,09:19:00,1,total,"2,9",2600,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:23:00,1,total,"11,9",2700,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,09:29:00,1,total,"13,1",2800,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,09:47:00,1,total,"1,72",3150,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,10:03:00,4,total,"1,65",3400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,10:06:00,2,total,"19,05",3400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,10:31:00,1,total,0,3900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,244,Mammalia,Primates,Atelidae,Ateles,Ateles marginatus,E,Ateles marginatus,E,10:35:00,7,total,"29,16",3900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,10:50:00,1,total,"4,6",4200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,23/10/2014,2014,Seca,06:34:00,11:12:00,nublado,José Ronaldo e Miltom,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,11:01:00,6,total,"20,1",4350,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,06:52:00,1,total,"20,97",350,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:41:00,1,total,"1,27",1000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,244,Mammalia,Primates,Atelidae,Ateles,Ateles marginatus,E,Ateles marginatus,E,07:50:00,8,total,"30,8",1050,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:13:00,1,total,"6,92",1300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,08:35:00,4,total,"11,36",1600,Não,Juvenil
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,08:46:00,1,total,"18,7",1750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:03:00,1,total,"9,2",2150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:17:00,1,total,"9,35",2750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:23:00,1,total,"2,55",2750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:30:00,1,total,0,2900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,09:35:00,1,total,"10,69",3000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,09:36:00,1,total,0,3050,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,10:09:00,1,total,"2,76",3750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,10:38:00,1,total,"18,8",4200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,10:38:00,1,total,"18,8",4200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,10:49:00,1,total,0,4250,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,10:49:00,1,total,"8,04",4250,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,10:57:00,2,total,"17,88",4350,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,11:01:00,2,total,"2,77",4400,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,11:05:00,1,total,"2,2",4550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,24/10/2014,2014,Seca,06:30:00,11:10:00,nublado,Carlos e Milton,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus gujanensis,E,Odontophorus gujanensis,E,11:06:00,2,total,"11,08",4550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:26:00,1,total,"20,69",1000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:38:00,2,total,"4,73",1150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,07:54:00,1,total,"1,46",1350,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:07:00,2,total,"5,85",1600,Não,Juvenil
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:18:00,2,total,9,1700,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:30:00,1,total,0,1900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,08:35:00,1,total,"4,4",2000,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,277,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus vieirai,E,09:04:00,1,total,"1,62",2650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:05:00,1,total,5,2650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:10:00,1,total,"18,1",2700,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,09:17:00,1,total,"11,13",2850,Não,Esquilo
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,09:34:00,1,total,"8,48",4200,Não,Macho
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,09:38:00,1,total,"1,84",3200,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,09:41:00,1,total,"19,5",3250,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,25/10/2014,2014,Seca,06:30:00,11:00:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:46:00,1,total,"8,42",3300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,4650,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,06:34:00,2,total,"9,73",150,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:40:00,1,total,0,250,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,06:47:00,1,total,"1,25",350,Não,Esquilo grande
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,06:48:00,1,total,"6,25",350,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,07:02:00,1,total,"1,67",550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,07:03:00,1,total,"9,2",550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:16:00,1,total,"2,62",700,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,07:19:00,1,total,"1,95",750,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,07:22:00,1,total,40,750,Não,Aproximado…local de difícil acesso
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,42,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus major,E,Tinamus sp.,G,07:29:00,1,total,"0,9",900,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,07:47:00,1,total,"2,31",1300,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,08:08:00,5,total,7,1550,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,3,Aves,Galliformes,Cracidae,Crax,Crax fasciolata,E,Crax fasciolata,E,08:22:00,1,total,"11,19",1800,Não,Macho
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,19,Aves,Galliformes,Cracidae,Aburria,Aburria cujubi,E,Aburria cujubi,E,08:36:00,1,total,1,2100,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,08:59:00,1,total,"11,5",2650,Não,NA
47,Amazônia,Estação Ecológica,Esec da Terra do Meio,1,Trilha da Fazenda,NA,27/10/2014,2014,Seca,06:30:00,11:06:00,nublado,Carlos e Milton,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,G,Dasyprocta croconota,E,09:11:00,1,total,"7,15",2900,Não,NA
