Cadastro Nacional de Unidades de Conservação (CNUC),Bioma,Categoria da UC,Unidade de Conservação (UC),Número da Estação Amostral,Nome da Estação Amostral,Esforço de amostragem (metros percorridos por dia),data da amostragem (dd/mm/aaaa),Ano,Estação do ano,Horário de início  (hh:mm),Horário de término (hh:mm),"Condição climática (ensolarado, nublado, chuvoso)",Nome dos coletores de dados,Número do animal no guia,Classe,Ordem,Família,Gênero,Espécie identificada em campo pelos coletores,"Clasificação taxonômica identificada em campo pelos coletores (E - espécie, G - gênero, F - família, O - ordem)",Espécies validadas pelo ICMBio,Clasificação taxonômica validada pelo ICMBio,Horário do avistamento,N° de animais,Contagem Total ou Parcial?,Distância perpendicular  (m) do animal em relação a trilha,Trecho do transecto onde o animal foi avistado,Teve problema durante a amostragem?,Observações
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,28/07/2017,2017,Seca,07:20:00,12:19:00,ensolarado,Pedro e Reginho,156,Mammalia,Rodentia,Sciuridae,Guerlinguetus,Guerlinguetus aestuans,E,Guerlinguetus aestuans,E,08:11:00,1,total,4,1450,Não,Esquilo
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,28/07/2017,2017,Seca,07:20:00,12:19:00,ensolarado,Pedro e Reginho,56,Aves,Galliformes,Odontophoridae,Odontophorus,Odontophorus sp.,G,Odontophorus gujanensis,E,09:01:00,1,total,8,3300,Não,Urú
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,08:30:00,1,total,12,850,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,08:47:00,2,parcial,25,2450,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,09:26:00,1,total,30,2800,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,09:37:00,1,total,0,2850,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,09:40:00,5,parcial,2,2900,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,09:40:00,1,total,0,3500,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,273,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus moloch,E,09:45:00,3,parcial,0,3150,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:00:00,1,total,10,3300,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,10:18:00,1,total,"6,8",3350,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,07/12/2018,2018,Chuvosa,07:40:00,10:40:00,chuvoso,Pedro e Debora,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,10:30:00,1,total,7,3450,Sim,Chuva forte na trilha
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,07:15:00,1,total,"2,3",50,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,07:28:00,1,total,"1,4",100,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,273,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus moloch,E,08:17:00,4,parcial,"2,5",350,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,09:00:00,2,total,0,850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,09:50:00,1,total,"10,2",950,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,10:06:00,1,total,"15,2",1050,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:30:00,2,total,"9,8",1200,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,11:09:00,6,total,"3,4",1450,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,11:15:00,1,total,0,2050,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,17,Aves,Galliformes,Cracidae,Penelope,Penelope pileata,E,Penelope sp.,G,11:20:00,1,total,"4,5",2100,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,11:29:00,2,total,"6,4",3000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,11:35:00,1,total,"12,3",4100,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,11:55:00,1,total,0,4800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,08/12/2018,2018,Chuvosa,07:00:00,12:01:00,ensolarado,Reginho e Miguel,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,11:59:00,7,total,0,4800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,07:48:00,2,total,"4,8",150,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,08:01:00,1,total,"9,85",300,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,08:56:00,1,total,17,450,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,09:33:00,2,parcial,"12,3",950,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:26:00,1,total,"10,8",1100,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,10:41:00,1,total,"9,4",2250,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,09/12/2018,2018,Chuvosa,07:41:00,12:12:00,ensolarado,Pedro e Debora,273,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus moloch,E,11:16:00,7,parcial,"20,9",3000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,10/12/2018,2018,Chuvosa,07:50:00,12:12:00,nublado,Reginho e Miguel,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,08:10:00,1,total,"19,5",700,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,10/12/2018,2018,Chuvosa,07:50:00,12:12:00,nublado,Reginho e Miguel,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,08:30:00,2,total,"34,3",850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,10/12/2018,2018,Chuvosa,07:50:00,12:12:00,nublado,Reginho e Miguel,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,08:56:00,6,parcial,"17,9",1500,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,10/12/2018,2018,Chuvosa,07:50:00,12:12:00,nublado,Reginho e Miguel,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,09:50:00,1,total,"10,4",2800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,10/12/2018,2018,Chuvosa,07:50:00,12:12:00,nublado,Reginho e Miguel,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,11:47:00,2,parcial,"8,1",4000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,10/12/2018,2018,Chuvosa,07:50:00,12:12:00,nublado,Reginho e Miguel,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,12:04:00,1,total,"10,17",4500,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,07:37:00,1,total,0,850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,08:03:00,1,total,"12,6",950,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,08:28:00,1,total,"13,3",1000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,08:29:00,1,total,22,1000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,29,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus obsoletus,E,Crypturellus sp.,G,08:32:00,2,parcial,"10,5",1150,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,08:46:00,1,total,0,1400,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,09:30:00,1,total,"11,3",2000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,09:45:00,4,parcial,0,2800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,09:50:00,1,total,"17,15",3500,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,32,Aves,Tinamiformes,Tinamidae,Crypturellus,Crypturellus strigulosus,E,Crypturellus sp.,G,10:15:00,1,total,"20,3",3850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,10:40:00,3,parcial,"6,2",4000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,11/12/2018,2018,Chuvosa,07:11:00,11:45:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,11:30:00,1,total,"10,1",4900,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,08:13:00,1,total,"10,15",1000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,273,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus moloch,E,08:45:00,7,parcial,"9,8",1800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,09:14:00,1,total,15,2000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,09:30:00,1,total,0,2850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,10:01:00,1,total,29,3000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:35:00,1,total,0,3500,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,273,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus moloch,E,10:40:00,3,parcial,"10,15",3850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:59:00,1,total,"9,8",4000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,11:05:00,1,total,"6,3",4050,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,11:28:00,2,total,"7,15",4200,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,11:42:00,1,total,0,4400,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,11:54:00,1,total,"10,15",4550,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,12/12/2018,2018,Chuvosa,07:26:00,12:20:00,nublado,Reginho e Miguel,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,11:58:00,1,total,0,4900,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,07:18:00,4,parcial,10,200,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,07:39:00,1,total,0,850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,07:44:00,2,total,"4,5",1050,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,08:18:00,3,parcial,"11,2",1550,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,09:20:00,1,total,20,2100,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,09:38:00,3,parcial,9,2800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:01:00,1,total,"10,3",2850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,10:15:00,1,total,22,3000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,10:39:00,1,total,0,3150,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,121,Mammalia,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,E,Pecari tajacu,E,10:48:00,1,total,"5,8",3800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,11:03:00,1,total,"10,08",3850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,224,Mammalia,Primates,Cebidae,Sapajus,Sapajus apella,E,Sapajus apella,E,11:28:00,5,parcial,0,3950,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,11:45:00,1,total,"17,3",4850,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,13/12/2018,2018,Chuvosa,07:11:00,12:00:00,ensolarado,Pedro e Debora,139,Mammalia,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,E,Dasyprocta croconota,E,11:59:00,1,total,24,4900,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,5000,14/12/2018,2018,Chuvosa,07:20:00,12:05:00,nublado,Reginho e Miguel,273,Mammalia,Primates,Pitheciidae,Callicebus,Callicebus sp.,G,Callicebus moloch,E,08:35:00,5,total,"7,8",2000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,14/12/2018,2018,Chuvosa,07:20:00,12:05:00,nublado,Reginho e Miguel,115,Mammalia,Artiodactyla,Cervidae,Mazama,Mazama americana,E,Mazama americana,E,09:10:00,1,total,6,2550,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,14/12/2018,2018,Chuvosa,07:20:00,12:05:00,nublado,Reginho e Miguel,6,Aves,Galliformes,Cracidae,Pauxi,Pauxi tuberosa,E,Pauxi tuberosa,E,09:20:00,1,total,7,2700,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,14/12/2018,2018,Chuvosa,07:20:00,12:05:00,nublado,Reginho e Miguel,18,Aves,Galliformes,Cracidae,Penelope,Penelope superciliaris,E,Penelope sp.,G,09:35:00,1,total,0,2800,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,14/12/2018,2018,Chuvosa,07:20:00,12:05:00,nublado,Reginho e Miguel,44,Aves,Tinamiformes,Tinamidae,Tinamus,Tinamus tao,E,Tinamus sp.,G,09:48:00,1,total,0,3000,Não,NA
258,Amazônia,Reserva Extrativista,Resex Riozinho do Anfrísio,2,EA-2,NA,14/12/2018,2018,Chuvosa,07:20:00,12:05:00,nublado,Reginho e Miguel,48,Aves,Gruiformes,Psophiidae,Psophia,Psophia dextralis,E,Psophia dextralis,E,10:20:00,1,total,"10,15",3550,Não,NA
